"BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","END_YEARMONTH","END_DAY","END_TIME","STATE","STATE_FIPS","YEAR","MONTH_NAME","EVENT_TYPE","CZ_TYPE","CZ_FIPS","CZ_NAME","WFO","BEGIN_DATE_TIME","CZ_TIMEZONE","END_DATE_TIME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","SOURCE","MAGNITUDE","MAGNITUDE_TYPE","FLOOD_CAUSE","TOR_F_SCALE","TOR_LENGTH","TOR_WIDTH","BEGIN_RANGE","BEGIN_LOCATION","END_RANGE","END_LOCATION","BEGIN_LAT","BEGIN_LON","END_LAT","END_LON","DURATION","INJURE_DEATH","Total_damage"
201703,1,320,201703,1,322,"ARKANSAS",5,2017,"March","Tornado","C",67,"JACKSON","LZK","01-MAR-17 03:20:00","CST-6","01-MAR-17 03:22:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",1.6,125,1,"DIAZ",2,"DIAZ",35.6362,-91.2627,35.636,-91.235,2,0,100
201703,1,338,201703,1,347,"OHIO",39,2017,"March","Tornado","C",25,"CLERMONT","ILN","01-MAR-17 03:38:00","EST-5","01-MAR-17 03:47:00",0,0,0,0,400000,0,"NWS Storm Survey",NA,"","","EF1",6.39,150,2,"BLAIRSVILLE",0,"AMELIA SKY HILLS ARP",39.0258,-84.2955,39.0288,-84.1765,9,0,400
201703,1,408,201703,1,413,"ILLINOIS",17,2017,"March","Tornado","C",77,"JACKSON","PAH","01-MAR-17 04:08:00","CST-6","01-MAR-17 04:13:00",0,0,0,0,2000,0,"NWS Storm Survey",NA,"","","EF0",4.11,25,3,"ETHERTON",3,"BARR",37.7013,-89.3705,37.7164,-89.2978,5,0,2
201703,1,440,201703,1,443,"MISSOURI",29,2017,"March","Tornado","C",143,"NEW MADRID","PAH","01-MAR-17 04:40:00","CST-6","01-MAR-17 04:43:00",0,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF1",4.69,200,3,"MATTHEWS",6,"MATTHEWS",36.8203,-89.5762,36.8329,-89.4928,3,0,200
201703,1,443,201703,1,452,"MISSOURI",29,2017,"March","Tornado","C",133,"MISSISSIPPI","PAH","01-MAR-17 04:43:00","CST-6","01-MAR-17 04:52:00",0,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF1",10.52,200,3,"DOGWOOD",2,"SAMOS",36.8329,-89.4928,36.8621,-89.3061,9,0,200
201703,1,451,201703,1,454,"TENNESSEE",47,2017,"March","Tornado","C",45,"DYER","MEG","01-MAR-17 04:51:00","CST-6","01-MAR-17 04:54:00",0,0,0,0,50000,0,"Public",NA,"","","EF0",3.71,50,2,"DYERSBURG",1,"RO ELLEN",36.0422,-89.3566,36.0496,-89.2909,3,0,50
201703,1,500,201703,1,501,"INDIANA",18,2017,"March","Tornado","C",27,"DAVIESS","IND","01-MAR-17 05:00:00","EST-5","01-MAR-17 05:01:00",0,0,0,0,40000,0,"NWS Storm Survey",NA,"","","EF2",0.15,30,3,"SOUTH WASHINGTON",3,"SOUTH WASHINGTON",38.5991,-87.1394,38.5981,-87.137,1,0,40
201703,1,505,201703,1,506,"INDIANA",18,2017,"March","Tornado","C",27,"DAVIESS","IND","01-MAR-17 05:05:00","EST-5","01-MAR-17 05:06:00",0,0,0,0,65000,0,"NWS Storm Survey",NA,"","","EF2",1.52,30,1,"BLACK OAK",1,"MONTGOMERY",38.6573,-87.0782,38.6518,-87.0509,1,0,65
201703,1,510,201703,1,511,"INDIANA",18,2017,"March","Tornado","C",27,"DAVIESS","IND","01-MAR-17 05:10:00","EST-5","01-MAR-17 05:11:00",0,0,0,0,35000,0,"NWS Storm Survey",NA,"","","EF1",0.04,30,2,"CANNELBURG",2,"CANNELBURG",38.6443,-87.0011,38.6446,-87.0005,1,0,35
201703,1,525,201703,1,527,"KENTUCKY",21,2017,"March","Tornado","C",83,"GRAVES","PAH","01-MAR-17 05:25:00","CST-6","01-MAR-17 05:27:00",0,0,0,0,170000,0,"NWS Storm Survey",NA,"","","EF2",1.55,200,0,"CUBA",1,"CUBA",36.5827,-88.6263,36.5867,-88.5989,2,0,170
201703,1,530,201703,1,531,"INDIANA",18,2017,"March","Tornado","C",93,"LAWRENCE","IND","01-MAR-17 05:30:00","EST-5","01-MAR-17 05:31:00",0,0,0,0,22000,0,"NWS Storm Survey",NA,"","","EF1",0.21,40,2,"MITCHELL",2,"MITCHELL",38.7281,-86.5129,38.729,-86.5092,1,0,22
201703,1,537,201703,1,538,"INDIANA",18,2017,"March","Tornado","C",93,"LAWRENCE","IND","01-MAR-17 05:37:00","EST-5","01-MAR-17 05:38:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF2",0.58,25,3,"BOND",3,"BOND",38.69,-86.3406,38.6884,-86.33,1,0,100
201703,1,538,201703,1,539,"INDIANA",18,2017,"March","Tornado","C",117,"ORANGE","LMK","01-MAR-17 05:38:00","EST-5","01-MAR-17 05:39:00",1,0,0,0,75000,0,"NWS Storm Survey",NA,"","","EF1",0.1,25,3,"LEIPSIC",3,"LEIPSIC",38.6884,-86.33,38.688,-86.3282,1,1,75
201703,1,541,201703,1,547,"INDIANA",18,2017,"March","Tornado","C",175,"WASHINGTON","LMK","01-MAR-17 05:41:00","EST-5","01-MAR-17 05:47:00",0,0,0,0,150000,0,"NWS Storm Survey",NA,"","","EF1",5.8,100,1,"SALTILLO",2,"RUSH CREEK VLY",38.681,-86.28,38.673,-86.186,6,0,150
201703,1,545,201703,1,546,"INDIANA",18,2017,"March","Tornado","C",71,"JACKSON","IND","01-MAR-17 05:45:00","EST-5","01-MAR-17 05:46:00",0,0,0,0,45000,0,"NWS Storm Survey",NA,"","","EF2",0.25,50,4,"TAMPICO",3,"TAMPICO",38.7991,-86.0166,38.8008,-86.0126,1,0,45
201703,1,604,201703,1,605,"INDIANA",18,2017,"March","Tornado","C",19,"CLARK","LMK","01-MAR-17 06:04:00","EST-5","01-MAR-17 06:05:00",0,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF1",0.33,20,0,"BORDEN",0,"BORDEN",38.468,-85.952,38.467,-85.946,1,0,200
201703,1,605,201703,1,607,"INDIANA",18,2017,"March","Tornado","C",143,"SCOTT","LMK","01-MAR-17 06:05:00","EST-5","01-MAR-17 06:07:00",10,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF1",2.15,125,2,"VIENNA",2,"VIENNA",38.627,-85.784,38.621,-85.745,2,10,250
201703,1,636,201703,1,638,"KENTUCKY",21,2017,"March","Tornado","C",103,"HENRY","LMK","01-MAR-17 06:36:00","EST-5","01-MAR-17 06:38:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",1.08,200,2,"TURNERS STATION",1,"TURNERS STATION",38.553,-85.211,38.553,-85.191,2,0,100
201703,1,657,201703,1,659,"KENTUCKY",21,2017,"March","Tornado","C",141,"LOGAN","LMK","01-MAR-17 06:57:00","CST-6","01-MAR-17 06:59:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",1.57,75,1,"ADAIRVILLE",2,"HILLTOP",36.659,-86.835,36.666,-86.808,2,0,100
201703,1,700,201703,1,709,"TENNESSEE",47,2017,"March","Tornado","C",187,"WILLIAMSON","OHX","01-MAR-17 07:00:00","CST-6","01-MAR-17 07:09:00",0,0,0,0,7270000,0,"NWS Storm Survey",NA,"","","EF1",10.48,250,1,"BERRYS CHAPEL",3,"NOLENSVILLE",35.9545,-86.883,35.9883,-86.7019,9,0,7270
201703,1,703,201703,1,704,"OHIO",39,2017,"March","Tornado","C",61,"HAMILTON","ILN","01-MAR-17 07:03:00","EST-5","01-MAR-17 07:04:00",0,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF0",1.05,350,1,"MT WASHINGTON",1,"MT WASHINGTON",39.0699,-84.3925,39.0672,-84.3733,1,0,250
201703,1,717,201703,1,719,"TENNESSEE",47,2017,"March","Tornado","C",37,"DAVIDSON","OHX","01-MAR-17 07:17:00","CST-6","01-MAR-17 07:19:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF0",1.89,100,1,"FOUR CORNERS",1,"FOUR CORNERS",36.0398,-86.5971,36.0502,-86.5658,2,0,50
201703,1,719,201703,1,720,"TENNESSEE",47,2017,"March","Tornado","C",149,"RUTHERFORD","OHX","01-MAR-17 07:19:00","CST-6","01-MAR-17 07:20:00",0,0,0,0,5000,0,"NWS Storm Survey",NA,"","","EF0",1.26,100,2,"SANDHILL",2,"SANDHILL",36.0502,-86.5658,36.0622,-86.5488,1,0,5
201703,1,724,201703,1,728,"KENTUCKY",21,2017,"March","Tornado","C",227,"WARREN","LMK","01-MAR-17 07:24:00","CST-6","01-MAR-17 07:28:00",0,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF1",2.63,125,1,"MOTLEY",1,"CLAYPOOL",36.906,-86.273,36.912,-86.226,4,0,250
201703,1,737,201703,1,741,"TENNESSEE",47,2017,"March","Tornado","C",189,"WILSON","OHX","01-MAR-17 07:37:00","CST-6","01-MAR-17 07:41:00",0,0,0,0,15000,0,"NWS Storm Survey",NA,"","","EF0",3.32,100,2,"MORENE",1,"CHERRY VLY",36.0971,-86.2501,36.0948,-86.1907,4,0,15
201703,1,739,201703,1,741,"OHIO",39,2017,"March","Tornado","C",71,"HIGHLAND","ILN","01-MAR-17 07:39:00","EST-5","01-MAR-17 07:41:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF1",2.19,150,2,"NEW MARKET",2,"SUGAR TREE RIDGE",39.1078,-83.6814,39.0969,-83.6431,2,0,50
201703,1,740,201703,1,747,"TENNESSEE",47,2017,"March","Tornado","C",189,"WILSON","OHX","01-MAR-17 07:40:00","CST-6","01-MAR-17 07:47:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",6.4,200,0,"CHERRY VLY",1,"HOLMES GAP",36.0989,-86.1678,36.1076,-86.066,7,0,100
201703,1,747,201703,1,748,"TENNESSEE",47,2017,"March","Tornado","C",159,"SMITH","OHX","01-MAR-17 07:47:00","CST-6","01-MAR-17 07:48:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF0",0.77,200,2,"BRUSH CREEK",2,"BRUSH CREEK",36.1076,-86.066,36.1071,-86.0522,1,0,10
201703,1,751,201703,1,756,"TENNESSEE",47,2017,"March","Tornado","C",159,"SMITH","OHX","01-MAR-17 07:51:00","CST-6","01-MAR-17 07:56:00",0,0,0,0,40000,0,"NWS Storm Survey",NA,"","","EF1",3.91,200,1,"SYKES",2,"LANCASTER HILL",36.1167,-85.9809,36.127,-85.9121,5,0,40
201703,1,804,201703,1,813,"TENNESSEE",47,2017,"March","Tornado","C",141,"PUTNAM","OHX","01-MAR-17 08:04:00","CST-6","01-MAR-17 08:13:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF1",7.62,150,1,"DENNY SEMINARY",1,"COLES STORE",36.1461,-85.7526,36.1801,-85.6227,9,0,25
201703,1,816,201703,1,817,"OHIO",39,2017,"March","Tornado","C",131,"PIKE","ILN","01-MAR-17 08:16:00","EST-5","01-MAR-17 08:17:00",0,0,0,0,30000,0,"NWS Storm Survey",NA,"","","EF1",0.57,125,3,"WAVERLY",3,"WAVERLY",39.1583,-83.0228,39.1557,-83.0126,1,0,30
201703,1,835,201703,1,836,"TENNESSEE",47,2017,"March","Tornado","C",141,"PUTNAM","OHX","01-MAR-17 08:35:00","CST-6","01-MAR-17 08:36:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF1",0.11,90,2,"MONTEREY",2,"MONTEREY",36.15,-85.2377,36.1506,-85.2359,1,0,10
201703,1,907,201703,1,908,"OHIO",39,2017,"March","Tornado","C",105,"MEIGS","RLX","01-MAR-17 09:07:00","EST-5","01-MAR-17 09:08:00",0,0,0,0,80000,0,"NWS Storm Survey",NA,"","","EF1",0.05,300,1,"LANGSVILLE",1,"LANGSVILLE",39.0577,-82.1854,39.0582,-82.1849,1,0,80
201703,1,1627,201703,1,1631,"GEORGIA",13,2017,"March","Tornado","C",213,"MURRAY","FFC","01-MAR-17 16:27:00","EST-5","01-MAR-17 16:31:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF1",2.88,150,2,"SPRING PLACE",0,"ORAN",34.7755,-84.8207,34.7756,-84.7699,4,0,100
201705,1,907,201705,1,908,"GEORGIA",13,2017,"May","Tornado","C",53,"CHATTAHOOCHEE","FFC","01-MAY-17 09:07:00","EST-5","01-MAY-17 09:08:00",0,0,0,0,12000,0,"Other Federal Agency",NA,"","","EF0",0.46,50,1,"SHACK",2,"SHACK",32.34,-84.928,32.3456,-84.9239,1,0,12
201705,1,924,201705,1,928,"GEORGIA",13,2017,"May","Tornado","C",117,"FORSYTH","FFC","01-MAY-17 09:24:00","EST-5","01-MAY-17 09:28:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF0",2.36,150,2,"DUCKTOWN",3,"MATT",34.2529,-84.2152,34.2663,-84.1773,4,0,25
201705,1,1330,201705,1,1333,"PENNSYLVANIA",42,2017,"May","Tornado","C",19,"BUTLER","PBZ","01-MAY-17 13:30:00","EST-5","01-MAY-17 13:33:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF0",2.86,50,2,"PROSPECT",2,"PROSPECT",40.911,-80.076,40.926,-80.025,3,0,20
201705,1,1356,201705,1,1357,"PENNSYLVANIA",42,2017,"May","Tornado","C",19,"BUTLER","PBZ","01-MAY-17 13:56:00","EST-5","01-MAY-17 13:57:00",0,0,0,0,5000,0,"NWS Storm Survey",NA,"","","EF0",0.38,50,2,"BRUIN",2,"BONUS",41.092,-79.732,41.097,-79.729,1,0,5
201705,1,1409,201705,1,1410,"PENNSYLVANIA",42,2017,"May","Tornado","C",31,"CLARION","PBZ","01-MAY-17 14:09:00","EST-5","01-MAY-17 14:10:00",0,0,0,0,15000,0,"NWS Storm Survey",NA,"","","EF0",0.88,75,1,"WENTLINGS CORNERS",1,"WENTLINGS CORNERS",41.189,-79.553,41.195,-79.538,1,0,15
201705,1,1425,201705,1,1426,"PENNSYLVANIA",42,2017,"May","Tornado","C",31,"CLARION","PBZ","01-MAY-17 14:25:00","EST-5","01-MAY-17 14:26:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF0",0.54,100,1,"SCOTCH HILL",2,"SCOTCH HILL",41.331,-79.255,41.335,-79.246,1,0,10
201705,1,1427,201705,1,1428,"PENNSYLVANIA",42,2017,"May","Tornado","C",31,"CLARION","PBZ","01-MAY-17 14:27:00","EST-5","01-MAY-17 14:28:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF0",0.75,75,3,"SCOTCH HILL",4,"SCOTCH HILL",41.331,-79.224,41.337,-79.212,1,0,10
201705,1,1427,201705,1,1430,"PENNSYLVANIA",42,2017,"May","Tornado","C",31,"CLARION","PBZ","01-MAY-17 14:27:00","EST-5","01-MAY-17 14:30:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF1",1.83,100,1,"FRILLS CORNERS",2,"NEWMANSVILLE",41.408,-79.355,41.4325,-79.3416,3,0,25
201705,1,1430,201705,1,1431,"PENNSYLVANIA",42,2017,"May","Tornado","C",53,"FOREST","PBZ","01-MAY-17 14:30:00","EST-5","01-MAY-17 14:31:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF1",0.4,100,5,"GULTONVILLE",5,"GULTONVILLE",41.4325,-79.3416,41.438,-79.339,1,0,25
201705,1,1454,201705,1,1458,"NORTH CAROLINA",37,2017,"May","Tornado","C",35,"CATAWBA","GSP","01-MAY-17 14:54:00","EST-5","01-MAY-17 14:58:00",0,0,0,0,10000,0,"NWS Storm Survey",NA,"","","EF0",2.67,50,1,"DUAN",2,"DUAN",35.61,-81.2,35.64,-81.17,4,0,10
201705,1,1744,201705,1,1745,"PENNSYLVANIA",42,2017,"May","Tornado","C",27,"CENTRE","CTP","01-MAY-17 17:44:00","EST-5","01-MAY-17 17:45:00",1,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF1",1.1,100,1,"SMULLTON",1,"REBERSBURG",40.9386,-77.4583,40.9473,-77.4405,1,1,200
201709,1,1207,201709,1,1215,"OREGON",41,2017,"September","Tornado","C",43,"LINN","PQR","01-SEP-17 12:07:00","PST-8","01-SEP-17 12:15:00",0,0,0,0,240000,0,"NWS Storm Survey",NA,"","","EF1",0.69,167,2,"LACOMB",2,"LACOMB",44.5918,-122.7041,44.5917,-122.69,8,0,240
201709,1,1816,201709,1,1822,"NORTH DAKOTA",38,2017,"September","Tornado","C",39,"GRIGGS","FGF","01-SEP-17 18:16:00","CST-6","01-SEP-17 18:22:00",0,0,0,0,1000,2000,"NWS Storm Survey",NA,"","","EF0",1.67,150,7,"COOPERSTOWN",7,"COOPERSTOWN",47.5053,-98.0044,47.4867,-97.9815,6,0,3
201701,2,903,201701,2,904,"TEXAS",48,2017,"January","Tornado","C",241,"JASPER","LCH","02-JAN-17 09:03:00","CST-6","02-JAN-17 09:04:00",0,0,0,0,30000,0,"NWS Storm Survey",NA,"","","EF1",2.55,100,5,"BROWNDALE",2,"BROWNDALE",31.0707,-94.021,31.087,-93.9824,1,0,30
201701,2,944,201701,2,945,"TEXAS",48,2017,"January","Tornado","C",351,"NEWTON","LCH","02-JAN-17 09:44:00","CST-6","02-JAN-17 09:45:00",0,0,0,0,30000,0,"NWS Storm Survey",NA,"","","EF1",2.57,100,4,"BELGRADE",1,"BELGRADE",30.5821,-93.758,30.6012,-93.7209,1,0,30
201701,2,1006,201701,2,1007,"LOUISIANA",22,2017,"January","Tornado","C",11,"BEAUREGARD","LCH","02-JAN-17 10:06:00","CST-6","02-JAN-17 10:07:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF1",0.3,20,4,"FIELDS",4,"FIELDS",30.5732,-93.5343,30.5725,-93.5294,1,0,25
201701,2,1017,201701,2,1018,"LOUISIANA",22,2017,"January","Tornado","C",11,"BEAUREGARD","LCH","02-JAN-17 10:17:00","CST-6","02-JAN-17 10:18:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF1",1.2,50,1,"SEALE",1,"SEALE",30.5618,-93.4362,30.5638,-93.4161,1,0,50
201701,2,1030,201701,2,1034,"LOUISIANA",22,2017,"January","Tornado","C",11,"BEAUREGARD","LCH","02-JAN-17 10:30:00","CST-6","02-JAN-17 10:34:00",0,0,0,0,150000,0,"NWS Storm Survey",NA,"","","EF1",2.74,100,3,"KERNAN",4,"FULTON",30.4543,-93.2502,30.461,-93.2049,4,0,150
201701,2,1030,201701,2,1032,"LOUISIANA",22,2017,"January","Tornado","C",11,"BEAUREGARD","LCH","02-JAN-17 10:30:00","CST-6","02-JAN-17 10:32:00",0,0,0,0,20000,0,"NWS Storm Survey",NA,"","","EF1",4.64,100,5,"KERNAN",3,"RAGLEY",30.5567,-93.3157,30.556,-93.2378,2,0,20
201701,2,1106,201701,2,1107,"LOUISIANA",22,2017,"January","Tornado","C",79,"RAPIDES","LCH","02-JAN-17 11:06:00","CST-6","02-JAN-17 11:07:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF1",0.54,50,1,"RAPIDES",1,"RAPIDES",31.3704,-92.5896,31.3727,-92.5808,1,0,50
201701,2,1130,201701,2,1131,"LOUISIANA",22,2017,"January","Tornado","C",39,"EVANGELINE","LCH","02-JAN-17 11:30:00","CST-6","02-JAN-17 11:31:00",0,0,0,0,75000,0,"NWS Storm Survey",NA,"","","EF0",0.54,25,3,"MAMOU",2,"MAMOU",30.6231,-92.4694,30.6234,-92.4604,1,0,75
201701,2,1131,201701,2,1133,"LOUISIANA",22,2017,"January","Tornado","C",79,"RAPIDES","LCH","02-JAN-17 11:31:00","CST-6","02-JAN-17 11:33:00",0,0,0,0,250000,0,"NWS Storm Survey",NA,"","","EF1",1.4,100,3,"MEEKER",3,"MEEKER",31.0325,-92.3705,31.0334,-92.3468,2,0,250
201701,2,1144,201701,2,1145,"LOUISIANA",22,2017,"January","Tornado","C",9,"AVOYELLES","LCH","02-JAN-17 11:44:00","CST-6","02-JAN-17 11:45:00",0,0,0,0,1000000,0,"NWS Storm Survey",NA,"","","EF1",1.64,200,1,"BUNKIE",1,"BUNKIE",30.9446,-92.1952,30.962,-92.1764,1,0,1000
201701,2,1147,201701,2,1149,"LOUISIANA",22,2017,"January","Tornado","C",9,"AVOYELLES","LCH","02-JAN-17 11:47:00","CST-6","02-JAN-17 11:49:00",0,0,0,0,1000000,0,"NWS Storm Survey",NA,"","","EF1",2.84,200,1,"NORMA",1,"COCOVILLE",31.0602,-92.1408,31.0748,-92.096,2,0,1000
201701,2,1151,201701,2,1152,"LOUISIANA",22,2017,"January","Tornado","C",9,"AVOYELLES","LCH","02-JAN-17 11:51:00","CST-6","02-JAN-17 11:52:00",0,0,0,0,2500000,0,"NWS Storm Survey",NA,"","","EF1",1.05,200,0,"MARKSVILLE MUNI ARPT",1,"MARKSVILLE MUNI ARPT",31.0967,-92.0663,31.0967,-92.0485,1,0,2500
201701,2,1302,201701,2,1305,"MISSISSIPPI",28,2017,"January","Tornado","C",63,"JEFFERSON","JAN","02-JAN-17 13:02:00","CST-6","02-JAN-17 13:05:00",0,0,0,0,50000,0,"NWS Storm Survey",NA,"","","EF0",3.89,250,2,"PERTH",4,"PERTH",31.6671,-90.9352,31.6998,-90.8813,3,0,50
201701,2,1314,201701,2,1320,"MISSISSIPPI",28,2017,"January","Tornado","C",21,"CLAIBORNE","JAN","02-JAN-17 13:14:00","CST-6","02-JAN-17 13:20:00",0,0,0,0,40000,0,"NWS Storm Survey",NA,"","","EF1",5.59,200,0,"PEYTON",5,"BADLAND",31.8337,-90.8228,31.8654,-90.7352,6,0,40
201701,2,1321,201701,2,1322,"MISSISSIPPI",28,2017,"January","Tornado","C",85,"LINCOLN","JAN","02-JAN-17 13:21:00","CST-6","02-JAN-17 13:22:00",0,0,0,0,25000,0,"NWS Storm Survey",NA,"","","EF1",1.2,100,5,"CASEYVILLE",6,"CASEYVILLE",31.6904,-90.5888,31.6983,-90.5707,1,0,25
201701,2,1322,201701,2,1328,"MISSISSIPPI",28,2017,"January","Tornado","C",29,"COPIAH","JAN","02-JAN-17 13:22:00","CST-6","02-JAN-17 13:28:00",0,0,0,0,400000,0,"NWS Storm Survey",NA,"","","EF1",5.61,300,2,"PEETSVILLE",5,"MARTINSVILLE",31.6983,-90.5707,31.7354,-90.4858,6,0,400
201701,2,1402,201701,2,1412,"MISSISSIPPI",28,2017,"January","Tornado","C",127,"SIMPSON","JAN","02-JAN-17 14:02:00","CST-6","02-JAN-17 14:12:00",0,0,0,0,200000,0,"NWS Storm Survey",NA,"","","EF1",9.43,400,1,"BUSH",2,"WEATHERSBY",31.8836,-89.9774,31.9518,-89.8382,10,0,200
201701,2,1421,201701,2,1426,"MISSISSIPPI",28,2017,"January","Tornado","C",31,"COVINGTON","JAN","02-JAN-17 14:21:00","CST-6","02-JAN-17 14:26:00",0,0,0,0,100000,0,"NWS Storm Survey",NA,"","","EF2",4.2,300,2,"ARBO",1,"SMITH",31.7314,-89.6559,31.7535,-89.5894,5,0,100
